City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
670,Galle,LK,79.56,overcast clouds,6.0367,80.217,Amangalla
675,Nagato,JP,71.2,clear sky,34.3833,131.2,いそう庵
676,Agnibilekrou,CI,72.16,scattered clouds,7.1344,-3.2047,"J'AIME ATTOBRO, (Mon Village)"
681,Khandyga,RU,69.69,few clouds,62.6667,135.6,Apel'sin
682,Campbell River,CA,65.59,overcast clouds,50.0163,-125.2446,Anchor Inn & Suites
683,Marmande,FR,71.91,light rain,44.5,0.1667,Hôtel Restaurant Campanile Marmande
684,Broome,US,65.64,overcast clouds,42.2506,-75.833,Chenango Valley State Park
685,Shieli,KZ,70.03,scattered clouds,44.1667,66.75,Gostinitsa Aybek Shieli
686,Coruripe,BR,75.27,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
690,Nueva Guinea,NI,75.9,overcast clouds,11.6876,-84.4562,Posadita La Reyna
