City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Romilly-Sur-Seine,FR,48.5108,3.7263,55.78,94,100,5.19,overcast clouds
348,Belmonte,BR,-15.8631,-38.8828,73.24,78,87,4.72,overcast clouds
349,Escarcega,MX,18.6089,-90.7454,73.4,98,73,3.36,broken clouds
350,Nome,US,64.5011,-165.4064,57.16,86,40,10.36,mist
351,Durban,ZA,-29.8579,31.0292,58.01,82,0,4.0,clear sky
352,Walvis Bay,NA,-22.9575,14.5053,70.75,17,8,13.8,clear sky
353,Taltal,CL,-25.4,-70.4833,59.67,59,5,2.68,clear sky
354,Trinidad,BO,-14.8333,-64.9,69.51,90,72,4.45,broken clouds
355,Emet,TR,39.343,29.2585,59.49,90,100,4.76,overcast clouds
356,Chapais,CA,49.7834,-74.8492,55.18,92,100,1.19,overcast clouds
357,Ewa Beach,US,21.3156,-158.0072,84.15,59,100,15.01,overcast clouds
358,Tahe,CN,52.3333,124.7333,53.4,86,100,3.13,overcast clouds
359,Dostat,RO,45.9667,23.85,59.63,90,6,1.14,clear sky
360,Poum,NC,-20.2333,164.0167,74.64,71,100,6.67,overcast clouds
361,Carnarvon,AU,-24.8667,113.6333,64.6,48,0,17.36,clear sky
362,Sabang,ID,5.8933,95.3214,79.99,83,100,23.06,overcast clouds
363,Myitkyina,MM,25.3833,97.4,73.98,99,100,0.56,overcast clouds
364,Bocana De Paiwas,NI,12.7857,-85.1227,78.62,76,99,13.44,overcast clouds
365,Mareeba,AU,-17.0,145.4333,78.48,75,17,5.88,few clouds
366,Oranjemund,NA,-28.55,16.4333,64.02,27,0,8.57,clear sky
367,Coahuayana,MX,18.7333,-103.6833,78.51,70,48,4.92,scattered clouds
368,Marfino,RU,55.7028,37.3822,62.94,83,0,4.47,clear sky
369,Inhambane,MZ,-23.865,35.3833,68.56,77,43,7.67,light rain
370,Lebrija,ES,36.9208,-6.0753,67.84,94,0,2.3,clear sky
371,Fairbanks,US,64.8378,-147.7164,73.6,32,40,5.75,scattered clouds
372,Karratha,AU,-20.7377,116.8463,64.8,61,12,18.19,few clouds
373,Tura,IN,25.5198,90.2201,76.28,93,29,5.37,scattered clouds
374,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,92,0,5.75,clear sky
375,Ugoofaaru,MV,5.6667,73.0,82.49,77,8,18.1,clear sky
376,Chara,RU,56.9064,118.2631,57.45,60,69,8.57,broken clouds
377,Muros,ES,42.7762,-9.0603,61.09,92,44,6.13,scattered clouds
378,Faya,SA,18.3851,42.4509,69.91,18,94,6.73,overcast clouds
379,Panambi,BR,-28.2925,-53.5017,48.27,83,100,9.46,overcast clouds
380,Kirovskiy,RU,45.0917,133.5136,51.53,94,100,3.29,overcast clouds
381,Batagay-Alyta,RU,67.8006,130.4114,50.54,80,97,3.44,overcast clouds
382,Sao Filipe,CV,14.8961,-24.4956,77.04,70,13,13.15,few clouds
383,Kaeo,NZ,-35.1,173.7833,59.65,73,2,14.61,clear sky
384,Pangai,TO,-19.8,-174.35,84.31,74,75,11.5,broken clouds
385,Verkhoyansk,RU,67.5447,133.385,62.76,57,100,10.2,overcast clouds
386,Rio Cuarto,AR,-33.1307,-64.3499,43.47,81,0,8.05,clear sky
387,Port Hardy,CA,50.6996,-127.4199,59.18,94,75,0.0,light intensity shower rain
388,Plettenberg Bay,ZA,-34.0527,23.3716,54.59,63,0,4.09,clear sky
389,Muravlenko,RU,63.7898,74.523,30.27,82,100,23.55,light snow
390,Peleduy,RU,59.6289,112.7406,65.59,53,100,8.97,overcast clouds
391,Narsaq,GL,60.9167,-46.05,52.02,58,2,2.08,clear sky
392,Pires Do Rio,BR,-17.2997,-48.2794,66.6,46,75,0.78,broken clouds
393,Kralendijk,BQ,12.15,-68.2667,80.58,78,0,14.97,clear sky
394,Cedar City,US,37.6775,-113.0619,81.57,7,0,17.27,clear sky
395,Gunjur,GM,13.2019,-16.7339,78.87,83,0,3.44,clear sky
396,Road Town,VG,18.4167,-64.6167,80.69,78,20,5.75,few clouds
397,Srednekolymsk,RU,67.45,153.6833,55.96,36,73,8.66,broken clouds
398,Cururupu,BR,-1.8283,-44.8683,74.28,96,83,2.59,broken clouds
399,Matara,LK,5.9485,80.5353,78.04,89,87,13.0,overcast clouds
400,Gualaquiza,EC,-3.4,-78.55,62.53,98,54,1.52,light rain
401,Bogande,BF,12.9714,-0.1436,90.27,29,0,7.0,clear sky
402,Avera,US,33.194,-82.5271,85.51,49,59,7.83,broken clouds
403,Tambo,PE,-14.8,-73.9167,33.66,54,50,2.59,scattered clouds
404,Fort Nelson,CA,58.8053,-122.7002,74.79,23,20,5.75,few clouds
405,Timra,SE,62.487,17.3257,53.28,82,100,5.75,light rain
406,Kawalu,ID,-7.3817,108.2082,75.85,88,33,1.41,scattered clouds
407,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.72,90,100,5.28,overcast clouds
408,Lazaro Cardenas,MX,17.9583,-102.2,79.95,73,15,9.98,few clouds
409,Maryborough,AU,-25.5333,152.7,72.1,61,0,2.73,clear sky
410,Ashqelon,IL,31.6693,34.5715,67.89,77,0,2.3,clear sky
411,Huarmey,PE,-10.0681,-78.1522,64.69,83,33,7.76,scattered clouds
412,Sydney,AU,-33.8679,151.2073,58.32,67,75,9.22,broken clouds
413,Coihaique,CL,-45.5752,-72.0662,28.35,100,100,0.0,haze
414,Dingle,PH,10.9995,122.6711,84.4,69,11,3.42,few clouds
415,Mudigere,IN,13.1333,75.6333,66.65,95,100,2.77,overcast clouds
416,Ormara,PK,25.2088,64.6357,80.56,89,2,20.58,clear sky
417,Santa Maria,BR,-29.6842,-53.8069,42.1,93,0,0.0,clear sky
418,Richards Bay,ZA,-28.783,32.0377,58.3,76,0,4.81,clear sky
419,Kathmandu,NP,27.7167,85.3167,71.82,94,75,0.0,mist
420,Tombouctou,ML,20.0,-3.0,90.93,10,0,11.39,clear sky
421,Atyrau,KZ,47.1167,51.8833,62.62,45,0,11.18,clear sky
422,Lamu,KE,-2.2717,40.902,79.02,79,88,20.31,light rain
423,Naples,IT,40.8333,14.25,76.14,71,0,2.3,clear sky
424,Samarai,PG,-10.6167,150.6667,80.35,81,100,9.69,overcast clouds
425,Chicama,PE,-7.8447,-79.1469,61.34,77,50,4.94,scattered clouds
426,Jaguaruna,BR,-28.615,-49.0256,53.94,93,100,9.44,overcast clouds
427,Korla,CN,41.7597,86.1469,70.65,29,5,17.72,clear sky
428,Papara,BR,-3.9839,-38.7273,75.6,97,100,2.98,overcast clouds
429,Alofi,NU,-19.0595,-169.9187,82.29,69,40,13.8,scattered clouds
430,Fortuna,US,40.5982,-124.1573,68.09,57,20,12.66,few clouds
431,Muscat,OM,23.6139,58.5922,87.82,46,9,7.52,clear sky
432,Dilla,ET,6.41,38.31,58.15,87,100,4.79,overcast clouds
433,Isangel,VU,-19.55,169.2667,80.71,83,100,9.22,overcast clouds
434,Seoul,KR,37.5683,126.9778,74.77,58,20,2.3,haze
435,Severobaykalsk,RU,55.65,109.3167,45.05,81,100,1.95,overcast clouds
436,Uige,AO,-7.6087,15.0613,64.96,58,7,3.15,clear sky
437,Barra Do Garcas,BR,-15.89,-52.2567,72.82,48,100,0.96,overcast clouds
438,Bubaque,GW,11.2833,-15.8333,80.37,78,98,2.59,overcast clouds
439,Saint Anthony,US,45.0205,-93.218,73.33,26,0,20.71,clear sky
440,Abha,SA,18.2164,42.5053,69.62,14,0,0.0,clear sky
441,Dedougou,BF,12.4667,-3.4667,89.82,33,16,5.79,few clouds
442,Marsh Harbour,BS,26.5412,-77.0636,80.28,75,100,9.15,overcast clouds
443,Cairo,EG,30.0626,31.2497,75.96,78,0,2.3,clear sky
444,Tazovskiy,RU,67.4667,78.7,32.43,84,100,15.68,overcast clouds
445,Tomatlan,MX,19.9333,-105.25,76.96,64,77,6.51,broken clouds
446,Bereda,ES,43.2686,-7.5406,57.58,99,98,2.86,overcast clouds
447,Vanino,RU,49.0869,140.2543,42.67,92,100,0.96,overcast clouds
448,Wucheng,CN,29.6008,118.175,79.7,86,80,2.3,moderate rain
449,Motala,SE,58.5371,15.0365,52.92,91,97,10.36,overcast clouds
450,Manggar,ID,-2.8833,108.2667,84.0,73,39,7.52,scattered clouds
451,Necochea,AR,-38.5473,-58.7368,43.84,74,70,6.67,broken clouds
452,Havelock,US,34.8791,-76.9013,82.38,87,19,5.01,few clouds
453,Carutapera,BR,-1.195,-46.02,76.08,91,100,4.94,overcast clouds
454,Nouadhibou,MR,20.931,-17.0347,69.78,83,100,14.97,overcast clouds
455,Ambon,ID,-3.6954,128.1814,86.14,74,20,3.44,few clouds
456,Halifax,CA,44.6453,-63.5724,59.49,63,40,6.91,scattered clouds
457,Rajgarh,IN,28.6333,75.3833,91.31,16,1,6.89,clear sky
458,Diffa,NE,13.3154,12.6113,85.68,13,0,8.12,clear sky
459,Teya,RU,60.3778,92.6267,36.23,93,100,7.4,light rain
460,Puerto Escondido,MX,15.85,-97.0667,81.5,76,99,3.27,overcast clouds
461,Gavirate,IT,45.8401,8.7198,70.34,78,100,3.0,overcast clouds
462,Tual,ID,-5.6667,132.75,83.97,71,0,10.87,clear sky
463,Launceston,AU,-41.45,147.1667,50.14,91,100,9.22,overcast clouds
464,Saint-Augustin,CA,51.226,-58.6502,42.71,79,100,18.34,overcast clouds
465,Arkhangelsk,RU,64.5401,40.5433,62.71,77,40,4.47,scattered clouds
466,Laguna,US,38.421,-121.4238,91.69,32,0,11.5,clear sky
467,Botwood,CA,49.1499,-55.3482,37.9,97,100,11.81,overcast clouds
468,Barra,BR,-11.0894,-43.1417,76.8,59,57,7.43,broken clouds
469,Ponta Delgada,PT,37.7333,-25.6667,68.5,94,75,5.75,broken clouds
470,Guozhen,CN,34.3659,107.359,84.15,47,82,3.58,broken clouds
471,Ballina,AU,-28.8667,153.5667,66.02,69,39,6.11,scattered clouds
472,Hirara,JP,24.8,125.2833,80.87,89,75,8.05,broken clouds
473,Leon,MX,21.1167,-101.6667,78.84,22,6,19.17,clear sky
474,Gladstone,AU,-23.85,151.25,71.53,64,100,5.75,overcast clouds
475,Sawakin,SD,19.1059,37.3321,83.71,47,0,4.32,clear sky
476,Mendota,US,36.7536,-120.3816,91.67,16,100,16.82,overcast clouds
477,Tari,NG,12.4086,4.4914,90.37,26,2,7.29,clear sky
478,Bodden Town,KY,19.2833,-81.25,80.01,85,20,14.97,few clouds
479,Balykshi,KZ,47.0667,51.8667,62.6,45,0,11.18,clear sky
480,Floro,NO,61.5996,5.0328,52.23,100,100,12.66,overcast clouds
481,Viedma,AR,-40.8135,-62.9967,41.0,84,8,9.28,clear sky
482,Mount Isa,AU,-20.7333,139.5,78.57,36,100,9.22,overcast clouds
483,Namatanai,PG,-3.6667,152.4333,84.22,67,84,4.09,broken clouds
484,Palana,RU,59.1167,159.9667,45.09,64,100,8.19,overcast clouds
485,Kinablangan,PH,7.6947,126.5503,83.91,68,35,3.31,scattered clouds
486,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,60,0,4.61,clear sky
487,Zeya,RU,53.75,127.2667,48.47,95,100,3.42,light rain
488,Yichang,CN,30.7144,111.2847,81.66,74,87,1.9,overcast clouds
489,Buraydah,SA,26.326,43.975,84.65,10,0,10.11,clear sky
490,Hanyang,CN,32.1371,105.5126,78.28,63,65,3.0,broken clouds
491,Huilong,CN,31.8111,121.655,75.92,82,81,15.19,broken clouds
492,Sanok,PL,49.5557,22.2056,54.09,100,0,1.77,clear sky
493,Niquelandia,BR,-14.4739,-48.4597,70.23,38,72,3.13,broken clouds
494,Joinville,BR,-26.3044,-48.8456,64.06,100,75,3.44,mist
495,Clarksburg,US,39.2807,-80.3445,69.91,88,94,6.02,overcast clouds
496,Amapa,BR,1.0,-52.0,71.92,95,98,2.82,overcast clouds
497,Clarence Town,AU,-32.5833,151.7833,57.81,58,94,2.93,overcast clouds
498,Lengshuitan,CN,26.4111,111.5956,81.39,82,99,6.46,overcast clouds
499,Mayo,US,38.8876,-76.5119,75.72,94,40,4.61,scattered clouds
500,Biak,ID,-0.9131,122.8766,82.29,65,91,1.66,overcast clouds
501,Marrakesh,MA,31.6315,-8.0083,66.27,72,75,6.91,broken clouds
502,Shimoda,JP,34.6667,138.95,73.76,69,71,13.6,broken clouds
503,Timizart,DZ,36.8,4.2667,72.05,60,100,8.77,overcast clouds
504,Provideniya,RU,64.3833,-173.3,37.51,81,27,11.18,fog
505,Lichinga,MZ,-13.3128,35.2406,51.89,100,100,14.97,fog
506,Liku,ID,-0.7275,119.8922,80.98,81,79,2.53,broken clouds
507,Grindavik,IS,63.8424,-22.4338,48.15,100,100,10.36,light rain
508,Saint-Francois,FR,46.4154,3.9054,62.67,88,100,3.44,light rain
509,Nanakuli,US,21.3906,-158.1547,84.15,61,100,12.66,overcast clouds
510,Santa Flavia,IT,38.085,13.5351,79.77,45,4,4.0,clear sky
511,Lahat,ID,-3.8,103.5333,76.98,74,100,0.72,overcast clouds
512,Bocas Del Toro,PA,9.3333,-82.25,77.22,83,100,8.03,overcast clouds
513,Salinas,US,36.6777,-121.6555,82.49,42,0,12.66,clear sky
514,Kirksville,US,40.1948,-92.5833,71.55,62,0,3.44,clear sky
515,Mogadishu,SO,2.0371,45.3438,79.14,79,85,18.21,overcast clouds
516,Raton,US,36.9034,-104.4391,68.34,55,75,8.05,broken clouds
517,Fowa,NG,8.9167,6.4,70.59,85,100,3.36,overcast clouds
518,Kieta,PG,-6.2167,155.6333,84.0,69,11,4.09,few clouds
519,Hofn,IS,64.2539,-15.2082,50.43,75,81,8.72,broken clouds
520,Pontes E Lacerda,BR,-15.2261,-59.3353,77.34,60,99,2.17,overcast clouds
521,Chiang Khong,TH,20.2613,100.4046,76.73,93,99,2.01,overcast clouds
522,La Ronge,CA,55.1001,-105.2842,62.85,12,0,16.11,clear sky
523,Hoshcha,UA,50.6003,26.6744,48.43,95,25,4.23,scattered clouds
524,Stornoway,GB,58.2093,-6.3865,49.96,89,20,13.8,few clouds
525,Verkhnyaya Toyma,RU,62.2349,44.9985,60.55,75,100,4.59,overcast clouds
526,Penzance,GB,50.1186,-5.5371,48.88,82,10,8.99,clear sky
527,Valparaiso,CL,-33.0393,-71.6273,52.48,67,75,4.61,broken clouds
528,Urucui,BR,-7.2294,-44.5561,79.92,65,97,3.13,overcast clouds
529,Bela,IN,25.9333,81.9833,94.06,13,37,4.25,scattered clouds
530,Scranton,US,41.409,-75.6624,69.91,87,100,3.0,overcast clouds
531,Talara,PE,-4.5772,-81.2719,64.27,85,31,11.77,scattered clouds
532,Mugur-Aksy,RU,50.35,90.5,37.98,47,7,5.32,clear sky
533,Puerto Ayacucho,VE,5.6639,-67.6236,74.77,90,99,3.94,overcast clouds
534,Plainfield,US,40.6168,-74.4173,73.09,89,100,3.65,overcast clouds
535,Ilo,PE,-17.6394,-71.3375,63.46,82,75,9.22,broken clouds
536,Port Augusta,AU,-32.5,137.7667,55.89,67,12,8.39,few clouds
537,Notodden,NO,59.5594,9.2585,53.94,87,58,4.68,broken clouds
538,Quatre Cocos,MU,-20.2078,57.7625,73.51,66,35,13.35,scattered clouds
539,Santiago Del Estero,AR,-27.7951,-64.2615,49.55,50,0,5.77,clear sky
540,Harper,LR,4.375,-7.7169,78.03,86,36,4.99,scattered clouds
541,Vershino-Darasunskiy,RU,52.35,115.5167,55.26,52,100,8.55,overcast clouds
542,Pacific Grove,US,36.6177,-121.9166,77.02,63,0,9.22,clear sky
543,Solnechnyy,RU,50.7214,136.6319,42.98,96,100,5.48,overcast clouds
544,Genhe,CN,50.7833,121.5167,59.18,59,100,12.33,overcast clouds
545,Khandbari,NP,27.3747,87.2039,74.86,81,36,0.83,scattered clouds
546,Kuching,MY,1.55,110.3333,80.82,83,20,3.44,light rain
547,Les Cayes,HT,18.2,-73.75,77.31,88,73,3.69,broken clouds
548,Leningradskiy,RU,69.3833,178.4167,42.62,76,83,12.28,broken clouds
549,Elizabeth City,US,36.2946,-76.2511,86.02,73,0,9.22,clear sky
550,Butte,US,39.6499,-121.5677,91.38,22,0,6.91,clear sky
551,Kysyl-Syr,RU,63.8986,122.7617,67.32,61,6,8.72,clear sky
552,Tsabong,BW,-26.0217,22.401,53.29,33,0,8.59,clear sky
553,Rangpo,IN,27.1833,88.5333,77.7,90,76,1.23,broken clouds
554,Omboue,GA,-1.5746,9.2618,72.77,93,97,5.03,overcast clouds
555,Tilichiki,RU,60.4667,166.1,55.54,47,11,2.42,few clouds
556,Kajaani,FI,64.2273,27.7285,50.05,87,0,11.5,clear sky
557,Nibbar,TN,36.2941,8.7666,77.52,36,40,5.75,scattered clouds
558,Quang Ngai,VN,15.1167,108.8,85.01,67,100,3.24,overcast clouds
559,Sheksna,RU,59.21,38.5107,56.88,97,56,5.14,broken clouds
560,Gizo,SB,-8.103,156.8419,84.38,69,57,9.13,broken clouds
561,Madison Heights,US,42.4859,-83.1052,75.47,48,0,5.75,clear sky
562,Mananjary,MG,-21.2167,48.3333,66.06,92,85,8.97,light rain
563,Olinda,BR,-8.0089,-34.8553,76.73,94,75,3.44,broken clouds
564,Morozovsk,RU,48.3539,41.8261,60.91,73,11,8.08,few clouds
565,Coolidge,US,32.9778,-111.5176,101.89,6,0,8.05,clear sky
566,Kirakira,SB,-10.4544,161.9205,83.57,75,72,9.06,broken clouds
567,Mauganj,IN,24.6833,81.8833,90.75,15,28,5.53,scattered clouds
568,Yichun,CN,47.7,128.9,60.33,61,44,8.81,scattered clouds
569,Dukat,RU,62.55,155.55,59.18,51,22,9.15,few clouds
570,Gao,ML,16.6362,1.637,90.54,15,6,8.14,clear sky
571,Santa Cruz,BO,-17.8,-63.1667,60.26,77,100,5.75,overcast clouds
572,Shakiso,ET,5.75,38.9167,57.74,95,100,1.21,light rain
573,Terme,TR,41.2092,36.9739,64.33,92,100,4.07,overcast clouds
574,Namibe,AO,-15.1961,12.1522,73.38,59,15,4.25,few clouds
575,Nizwa,OM,22.9333,57.5333,78.04,60,4,1.7,clear sky
576,Ambunti,PG,-4.2365,142.8448,88.38,59,23,1.92,few clouds
577,Bronnoysund,NO,65.4625,12.1997,50.0,93,100,2.3,overcast clouds
578,Pajan,EC,-1.5667,-80.4167,71.38,88,100,4.74,light rain
579,Labuhan,ID,-6.8844,112.2051,80.56,77,10,10.71,clear sky
580,Hamilton,US,39.1834,-84.5333,71.55,75,99,2.75,overcast clouds
581,Heppenheim,DE,49.6408,8.6372,59.86,67,84,3.89,broken clouds
582,Samsun,TR,41.25,36.3333,65.98,91,75,3.44,broken clouds
583,Conceicao Da Barra,BR,-18.5933,-39.7322,72.63,90,54,6.33,broken clouds
584,Konstantinovka,RU,49.6167,127.9833,62.35,70,30,9.57,scattered clouds
585,Macenta,GN,8.5435,-9.471,68.9,99,15,1.05,few clouds
586,Guiglo,CI,6.5456,-7.4966,72.39,100,39,2.46,scattered clouds
587,Benguela,AO,-12.5763,13.4055,71.74,69,87,3.56,overcast clouds
588,Quartucciu,IT,39.2519,9.1794,78.03,58,0,13.8,clear sky
589,Tubuala,PA,9.5167,-79.0333,80.11,83,57,13.33,broken clouds
590,Bandar-E Anzali,IR,37.4727,49.4622,66.31,64,0,1.25,clear sky
591,Wajid,SO,3.8093,43.2471,70.75,81,93,16.58,overcast clouds
592,Tocopilla,CL,-22.092,-70.1979,62.78,58,33,1.86,scattered clouds
593,Nowy Sacz,PL,49.6218,20.6971,50.83,92,4,1.83,clear sky
594,Paamiut,GL,61.994,-49.6678,36.99,76,9,2.57,clear sky
595,Namtsy,RU,62.7161,129.6658,70.21,41,9,10.45,clear sky
596,Menomonie,US,44.8755,-91.9193,73.44,20,26,13.8,scattered clouds
597,Staryy Nadym,RU,65.6118,72.6842,31.12,85,100,25.68,light snow
598,Trollhattan,SE,58.2333,12.4167,54.39,87,100,6.91,overcast clouds
599,Chumikan,RU,54.7183,135.315,36.9,100,100,1.83,overcast clouds
600,Borovskoy,KZ,53.8,64.15,58.96,70,84,9.33,broken clouds
601,Jiayuguan,CN,39.8167,98.3,59.58,40,100,2.44,light rain
602,Gryfice,PL,53.9165,15.2003,55.83,93,5,7.11,clear sky
603,Tolmin,SI,46.183,13.7332,68.77,80,92,5.91,overcast clouds
604,Umm Lajj,SA,25.0213,37.2685,82.08,58,5,11.77,clear sky
605,Arona,ES,28.0996,-16.681,62.13,78,20,6.91,few clouds
606,Yulara,AU,-25.2406,130.9889,58.6,47,0,10.22,clear sky
607,Sokolo,ML,14.7328,-6.1219,95.34,21,4,10.45,clear sky
608,Meulaboh,ID,4.1363,96.1285,73.76,95,100,5.44,light rain
609,Ruteng,ID,-8.6136,120.4721,70.77,73,69,1.34,broken clouds
610,Ilhabela,BR,-23.7781,-45.3581,66.67,89,84,4.81,broken clouds
611,Humaita,BR,-7.5061,-63.0208,79.05,77,100,1.61,overcast clouds
612,Charters Towers,AU,-20.1,146.2667,73.83,63,28,13.47,scattered clouds
613,Mandalgovi,MN,45.7625,106.2708,68.86,33,41,6.55,scattered clouds
614,Skibbereen,IE,51.55,-9.2667,50.11,92,29,5.93,scattered clouds
615,Reitz,ZA,-27.8014,28.4273,40.62,43,0,3.11,clear sky
616,Gerash,IR,27.6652,54.1371,73.54,17,0,4.25,clear sky
617,Sargodha,PK,32.0836,72.6711,89.1,15,0,1.52,clear sky
618,Amahai,ID,-3.3333,128.9167,83.61,74,38,1.86,scattered clouds
619,Lovozero,RU,68.005,35.0117,51.91,78,100,12.19,overcast clouds
620,San Policarpo,PH,12.1791,125.5072,83.66,73,11,6.4,few clouds
621,Panguna,PG,-6.3164,155.4848,81.59,60,26,2.68,scattered clouds
622,Khash,IR,28.2211,61.2158,66.81,16,0,3.6,clear sky
623,Baruun-Urt,MN,46.6806,113.2792,64.98,38,0,13.98,clear sky
624,Calabozo,VE,8.9242,-67.4293,74.73,86,86,3.06,overcast clouds
625,Puerto Madryn,AR,-42.7692,-65.0385,45.45,45,100,21.83,overcast clouds
626,Vaitape,PF,-16.5167,-151.75,79.09,77,100,10.78,light rain
627,Kuryk,KZ,43.2,51.65,72.93,30,6,19.89,clear sky
628,Puerto Carreno,CO,6.189,-67.4859,75.88,85,100,2.84,overcast clouds
629,Antsohihy,MG,-14.8796,47.9875,71.4,67,7,7.58,clear sky
630,Kamenka,RU,51.3223,42.7678,58.5,70,30,8.16,scattered clouds
631,Peace River,CA,56.2501,-117.286,71.91,32,75,24.16,broken clouds
632,Dubbo,AU,-32.25,148.6167,50.13,81,100,6.91,overcast clouds
633,Zhangjiakou,CN,40.81,114.8794,80.04,26,38,4.36,scattered clouds
634,Sarangani,PH,5.4033,125.4636,83.3,73,17,8.72,few clouds
635,Daytona Beach,US,29.2108,-81.0228,80.69,74,20,10.0,few clouds
636,Zyryanka,RU,65.75,150.85,67.05,31,91,5.82,overcast clouds
637,Juodupe,LT,56.0833,25.6167,41.99,96,64,5.82,broken clouds
638,Stovring,DK,56.8854,9.8384,52.83,87,100,17.72,overcast clouds
639,Alyangula,AU,-13.8483,136.4192,82.33,69,8,7.4,clear sky
640,Savannah Bight,HN,16.45,-85.85,82.35,80,100,9.22,overcast clouds
641,Araouane,ML,18.9048,-3.5265,90.61,10,76,8.48,broken clouds
642,Bajil,YE,15.0584,43.2851,85.86,49,95,2.86,overcast clouds
643,Sorso,IT,40.8,8.5772,81.59,56,96,3.76,overcast clouds
644,Nenita,PH,12.4917,124.8044,87.28,59,6,1.19,clear sky
645,Hovd,MN,48.0056,91.6419,49.44,34,0,1.95,clear sky
646,Zhaotong,CN,27.3167,103.7167,62.47,92,100,3.11,overcast clouds
647,Buin,CL,-33.7333,-70.75,58.05,65,100,2.75,overcast clouds
648,Butembo,CD,0.15,29.2833,55.78,91,82,3.76,broken clouds
649,Abonnema,NG,4.7084,6.7931,76.24,92,100,4.03,overcast clouds
650,Izumo,JP,35.3667,132.7667,75.15,69,20,12.66,few clouds
651,Ouadda,CF,8.0777,22.4007,69.44,86,100,4.05,overcast clouds
652,Kyren,RU,51.6828,102.1408,48.76,93,100,7.85,overcast clouds
653,Male,MV,4.1748,73.5089,84.15,79,40,17.27,scattered clouds
654,Joao Pinheiro,BR,-17.7425,-46.1725,66.78,46,100,3.47,overcast clouds
655,Heihe,CN,50.2441,127.4902,57.78,70,60,9.22,broken clouds
656,Corn Island,NI,12.1694,-83.0418,83.08,78,66,11.86,broken clouds
657,Caluquembe,AO,-13.7833,14.6833,48.4,61,24,4.56,few clouds
658,Lashio,MM,22.9333,97.75,71.92,93,98,1.68,overcast clouds
659,Praya,CV,14.9215,-23.5087,79.34,57,0,23.02,clear sky
660,Griffith,US,41.5284,-87.4237,73.11,48,0,8.05,clear sky
661,Bouar,CF,5.934,15.596,63.82,93,55,0.04,broken clouds
662,Puerto Maldonado,PE,-12.6,-69.1833,71.15,96,89,0.96,overcast clouds
663,Bulancak,TR,40.9372,38.2291,68.2,78,100,4.88,overcast clouds
664,Veraval,IN,20.9,70.3667,81.1,80,97,15.21,overcast clouds
665,Juba,SS,4.8517,31.5825,69.1,85,9,4.34,clear sky
666,Beringovskiy,RU,63.05,179.3167,41.56,74,17,11.97,few clouds
667,Rindal,NO,63.0565,9.2124,48.76,96,97,3.44,overcast clouds
668,Deputatskiy,RU,69.3,139.9,47.98,63,100,4.94,overcast clouds
669,Paita,PE,-5.0892,-81.1144,65.93,77,35,13.94,scattered clouds
670,Galle,LK,6.0367,80.217,79.56,85,88,15.77,overcast clouds
671,Pangody,RU,65.85,74.4859,31.21,86,100,21.79,light snow
672,Povoa De Varzim,PT,41.3834,-8.7636,64.15,82,40,3.44,scattered clouds
673,Milton Keynes,GB,52.0417,-0.7558,51.62,93,85,5.08,overcast clouds
674,Joutseno,FI,61.118,28.5076,51.85,79,25,17.05,scattered clouds
675,Nagato,JP,34.3833,131.2,71.2,68,0,8.43,clear sky
676,Agnibilekrou,CI,7.1344,-3.2047,72.16,99,25,3.2,scattered clouds
677,Agaro,ET,7.85,36.65,58.26,97,85,2.8,overcast clouds
678,Tawang,IN,27.5833,91.8667,60.42,67,2,2.42,clear sky
679,Quelimane,MZ,-17.8786,36.8883,64.35,100,40,4.61,scattered clouds
680,Ndola,ZM,-12.9587,28.6366,50.22,89,0,7.09,clear sky
681,Khandyga,RU,62.6667,135.6,69.69,39,19,4.18,few clouds
682,Campbell River,CA,50.0163,-125.2446,65.59,72,100,4.61,overcast clouds
683,Marmande,FR,44.5,0.1667,71.91,89,100,5.08,light rain
684,Broome,US,42.2506,-75.833,65.64,74,95,2.75,overcast clouds
685,Shieli,KZ,44.1667,66.75,70.03,41,41,8.48,scattered clouds
686,Coruripe,BR,-10.1256,-36.1756,75.27,90,49,2.98,scattered clouds
687,La Rochelle,FR,46.1667,-1.15,64.47,82,0,3.44,clear sky
688,Bantou,CN,26.2151,117.4893,74.95,99,100,2.89,overcast clouds
689,Kyra,RU,49.5776,111.9753,54.01,81,100,3.04,overcast clouds
690,Nueva Guinea,NI,11.6876,-84.4562,75.9,83,100,9.22,overcast clouds
691,San Rafael,AR,-34.6177,-68.3301,44.98,51,100,7.11,overcast clouds
